Address,Price per month €,Capacity,Link
"Trasnagh, Newcastle Road, Lucan, Co. Dublin",875,Studio,https://www.daft.ie//for-rent/studio-apartment-trasnagh-newcastle-road-lucan-co-dublin/3421274
"Cabra Park, Phibsborough, Dublin 7",880,Studio,https://www.daft.ie//for-rent/studio-apartment-cabra-park-phibsborough-dublin-7/3247751
"Belgravia, 12A Garville Road, Rathgar, Dublin 6",885,Studio,https://www.daft.ie//for-rent/studio-apartment-belgravia-12a-garville-road-rathgar-dublin-6/3267184
"Citywest Golf Hotel, Garters Lane, Citywest, Co. Dublin",895,Studio,https://www.daft.ie//for-rent/studio-apartment-citywest-golf-hotel-garters-lane-citywest-co-dublin/3268463
"7 Elmwood, Clonsilla, Dublin 15",900,Studio,https://www.daft.ie//for-rent/studio-apartment-7-elmwood-clonsilla-dublin-15/3282907
"Lower Rathmines Road, Rathmines, Dublin 6",900,Studio,https://www.daft.ie//for-rent/studio-apartment-lower-rathmines-road-rathmines-dublin-6/2598506
"1 Fortunestown Close, Tallaght, Dublin 24",900,Studio,https://www.daft.ie//for-rent/studio-apartment-1-fortunestown-close-tallaght-dublin-24/3276204
"Manor Road, Palmerstown, Dublin 20",900,Studio,https://www.daft.ie//for-rent/studio-apartment-manor-road-palmerstown-dublin-20/2870617
"Carna road, Ballyfermot, Dublin 10",900,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-carna-road-ballyfermot-dublin-10/3195630
"59 Mayston Court, St Margarets Road, Finglas, Dublin 11",900,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-59-mayston-court-st-margarets-road-finglas-dublin-11/3415288
"Mount Eagle rise, Sandyford, Dublin 18",900,Studio,https://www.daft.ie//for-rent/studio-apartment-mount-eagle-rise-sandyford-dublin-18/3428349
"299 Swords Road, Whitehall, Santry, Dublin 9",900,Studio,https://www.daft.ie//for-rent/studio-apartment-299-swords-road-whitehall-santry-dublin-9/3429677
"Dorset Point, 107 Dorset Street Upper, Dublin 1",840,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-twin-ensuite-dorset-point-107-dorset-street-upper-dublin-1/2294091
"Dorset Point, 107 Dorset Street Upper, Dublin 1",880,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-copper-ensuite-dorset-point-107-dorset-street-upper-dublin-1/3164550
"Mayor Square Student Living (NCI Campus), Mayor Street IFSC, Dublin 1",740,,https://www.daft.ie//for-rent/mayor-square-student-living-nci-campus-mayor-street-ifsc-dublin-1/2580776
"Stormanstown Road, Glasnevin, Dublin 11",840,Studio,https://www.daft.ie//for-rent/studio-apartment-stormanstown-road-glasnevin-dublin-11/3275837
"10 Grove Park, Rathmines, Dublin 6",915,Studio,https://www.daft.ie//for-rent/studio-apartment-10-grove-park-rathmines-dublin-6/3200550
"Apt 8, 8 Lower Rathmines Road, Portobello Bridge, Rathmines, Dublin 6",925,Studio,https://www.daft.ie//for-rent/studio-apartment-apt-8-8-lower-rathmines-road-portobello-bridge-rathmines-dublin-6/3207186
"GHR, South Circular Road, Dublin 8",852,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-single-room-shared-bathroom-south-circular-road-dublin-8-co-dublin/3225139
"GHR, South Circular Road, Dublin 8",948,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-single-room-private-bathroom-south-circular-road-dublin-8-co-dublin/3225140
"Flat 10, Saint Margarets, Dublin 7",929,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-10-saint-margarets-dublin-7/3287530
"Highlight Thomas Street, 32 Thomas Street, Dublin 8",860,"8 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-heritage-room-2021-22-tenancy-highlight-thomas-street-32-thomas-street-dublin-8/2840992
"Highlight Thomas Street, 32 Thomas Street, Dublin 8",880,"8 Bed, 4 Bath, Apartment",https://www.daft.ie//for-rent/apartment-heritage-room-2020-21-tenancy-highlight-thomas-street-32-thomas-street-dublin-8/2292139
"Kill Lane, Foxrock, Dublin 18",940,Studio,https://www.daft.ie//for-rent/studio-apartment-kill-lane-foxrock-dublin-18/3424234
"From Here - Student Living, Blackhall Place, Dublin 7",872,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-twin-en-suite-shared-bathroom-2020-21-tenancy-from-here-student-living-blackhall-place-black-dublin-7/2292366
"From Here - Student Living, Blackhall Place, Dublin 7",880,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-twin-en-suite-shared-bathroom-2021-22-tenancy-from-here-student-living-blackhall-place-black-dublin-7/2900593
"Glasnevin Avenue, Glasnevin, Dublin 9",950,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-glasnevin-avenue-glasnevin-dublin-9/3211342
"Flat 8, 45 Harrington Street, Dublin 8",950,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-8-45-harrington-street-dublin-8/3434323
"North Circular Road, Dublin 7",950,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-dublin-7/3434025
"35 Fitzgibbon Street, Dublin 1",950,Studio,https://www.daft.ie//for-rent/studio-apartment-35-fitzgibbon-street-dublin-1/3168899
"37 Addison Road, Fairview, Dublin 3",950,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-37-addison-road-fairview-dublin-3/2839732
"St Lawrence Road, Clontarf, Dublin 3",950,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-st-lawrence-road-clontarf-dublin-3/3233662
"Thorndale park, Artane, Dublin 5",950,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-thorndale-park-artane-dublin-5/3263516
"Moyne Road, Ranelagh, Dublin 6",950,Studio,https://www.daft.ie//for-rent/studio-apartment-moyne-road-ranelagh-dublin-6/2910833
"Ard Mor Crescent, Tallaght, Dublin 24",950,Studio,https://www.daft.ie//for-rent/studio-apartment-ard-mor-crescent-tallaght-dublin-24/3171059
"Flat 6, 39A Richmond Hill, Rathmines, Dublin 6",950,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-6-39a-richmond-hill-rathmines-dublin-6/3425328
"Lucan Road, Chapelizod, Dublin 20",880,Studio,https://www.daft.ie//for-rent/studio-apartment-lucan-road-chapelizod-dublin-20/3427168
"Brickworks, Brickfield Lane, Dublin 8",896,"6 Bed, 6 Bath, Apartment",https://www.daft.ie//for-rent/apartment-twin-en-suite-2020-21-tenancy-brickworks-brickfield-lane-dublin-8/2318547
"Brickworks, Brickfield Lane, Dublin 8",912,"6 Bed, 6 Bath, Apartment",https://www.daft.ie//for-rent/apartment-premium-twin-en-suite-2020-21-tenancy-brickworks-brickfield-lane-dublin-8/2318548
"Goldsmith Street, Phibsborough, Dublin 7",975,Studio,https://www.daft.ie//for-rent/studio-apartment-goldsmith-street-phibsborough-dublin-7/2879552
"Highlight Parkgate, 43 Montpelier Hill, Dublin 7",900,"8 Bed, 8 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-en-suite-2021-22-tenancy-highlight-parkgate-43-montpelier-hill-dublin-7/2841048
"Highlight Parkgate, 43 Montpelier Hill, Dublin 7",920,"8 Bed, 8 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-en-suite-2020-21-tenancy-highlight-parkgate-43-montpelier-hill-dublin-7/2291984
"31A woodlawn walk santry, Santry, Dublin 9",900,"5 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-31a-woodlawn-walk-santry-santry-dublin-9/3288094
"21 Charleston Avenue, Ranelagh, Dublin 6",980,Studio,https://www.daft.ie//for-rent/studio-apartment-21-charleston-avenue-ranelagh-dublin-6/3175953
"15 Richmond Hill, Rathmines, Dublin 6",990,Studio,https://www.daft.ie//for-rent/studio-apartment-15-richmond-hill-rathmines-dublin-6/3430759
"144 Clonliffe Road, Drumcondra, Dublin 3",995,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-144-clonliffe-road-drumcondra-dublin-3/3420555
"Bloomfield Avenue, Portobello, Dublin 8",995,Studio,https://www.daft.ie//for-rent/studio-apartment-bloomfield-avenue-portobello-dublin-8/3415231
"Ncr, Dublin 7",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-ncr-dublin-7/3175383
"Cherrywood Drive, Clondalkin, Dublin 22",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-cherrywood-drive-clondalkin-dublin-22/3260153
"Willsbrook Road, Lucan, Co. Dublin",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-willsbrook-road-lucan-co-dublin/3428532
"Broadford Road, Ballinteer, Dublin 16",920,Studio,https://www.daft.ie//for-rent/studio-apartment-broadford-road-ballinteer-dublin-16/3250834
"South Circular Road, Rialto, Dublin 8",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-south-circular-road-rialto-dublin-8/3424890
"Apartment 9, 12 Ranelagh Avenue, Ranelagh, Dublin 6",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-apartment-9-12-ranelagh-avenue-ranelagh-dublin-6/3435776
"Flat 3, 5 Sherrard Street Lower, Dublin 1",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-3-5-sherrard-street-lower-dublin-1/2860070
"Rutland Cottages, Dublin 1",1000,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-rutland-cottages-dublin-1/3421004
"Willow Park Avenue, Glasnevin, Dublin 11",920,Studio,https://www.daft.ie//for-rent/studio-apartment-willow-park-avenue-glasnevin-dublin-11/3280073
"Rathmines Road, Rathmines, Dublin 6",920,Studio,https://www.daft.ie//for-rent/studio-apartment-rathmines-road-rathmines-dublin-6/3211721
"Beechwood Ave Lower, Ranelagh, Dublin 6",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-beechwood-ave-lower-ranelagh-dublin-6/3289817
"Hollybank Road, Drumcondra, Dublin 9",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-hollybank-road-drumcondra-dublin-9/3183870
"Mayor Street, Mayor Street Upper, Dublin 1",920,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-mayor-street-upper-dublin-1/2324598
"Mayor Street, Mayor Street Upper, Dublin 1",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-classic-room-mayor-street-upper-dublin-1/2324596
"17 Ranelagh Road, Ranelagh, Dublin 6",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-17-ranelagh-road-ranelagh-dublin-6/3240501
"12 St Columbas Road Upper, Drumcondra, Dublin 3",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-12-st-columbas-road-upper-drumcondra-dublin-3/3200329
"whitechurch green, Ballyboden, Dublin 16",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-whitechurch-green-ballyboden-dublin-16/3215838
"Clonliffe road drumcondra, Drumcondra, Dublin 3",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-clonliffe-road-drumcondra-drumcondra-dublin-3/3416605
"North Circular Road, Phibsborough, Dublin 7",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-phibsborough-dublin-7/3148221
"Mayor Street, Dublin 1",920,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mayor-street-dublin-1/1525031
"Stillorgan Road, Blackrock, Co. Dublin",920,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ground-floor-single-room-stillorgan-road-blackrock-co-dublin/2541900
"Stillorgan Road, Blackrock, Co. Dublin",960,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-first-floor-single-room-stillorgan-road-blackrock-co-dublin/2541899
"32 North frederick street, Dublin 1",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-32-north-frederick-street-dublin-1/3432801
"North Circular Road, Dublin 7",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-dublin-7/3434004
"Cloonlara Crescent, Finglas South, Finglas, Dublin 11",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-cloonlara-crescent-finglas-south-finglas-dublin-11/3289147
"13 Garville Road, Rathgar, Dublin 6",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-13-garville-road-rathgar-dublin-6/3287044
"Larkhill Road, Whitehall, Dublin 9",920,Studio,https://www.daft.ie//for-rent/studio-apartment-larkhill-road-whitehall-dublin-9/3280068
"Bayview Avenue, North Strand",920,Studio,https://www.daft.ie//for-rent/studio-apartment-bayview-avenue-north-strand/3435380
"Harrington street, Portobello, Dublin 8",920,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-harrington-street-portobello-dublin-8/3284927
"The Chantries, Balrothery, Co. Dublin",1000,Studio,https://www.daft.ie//for-rent/studio-apartment-the-chantries-balrothery-co-dublin/3436996
"2A Woodbine Park, Raheny, Dublin 5",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2a-woodbine-park-raheny-dublin-5/3436619
"Flat 4, 31 Cabra Park, Phibsborough, Dublin 7",1018,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-4-31-cabra-park-phibsborough-dublin-7/2761069
"Seapoint Avenue, Monkstown, Co. Dublin",1020,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-seapoint-avenue-monkstown-co-dublin/3432278
"135 phibsborough road, Phibsborough, Dublin 7",1020,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-135-phibsborough-road-phibsborough-dublin-7/3427212
"Binary Hub, Bonham Street, Dublin 8",940,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-copper-ensuite-binary-hub-bonham-street-dublin-8/3289851
"Binary Hub, Bonham Street, Dublin 8",980,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-ensuite-binary-hub-bonham-street-dublin-8/2294015
"Beckett House, 123 Summerhill, Dublin 1",960,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-ensuite-beckett-house-123-summerhill-dublin-1/2294019
"Beckett House, 123 Summerhill, Dublin 1",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-silver-ensuite-beckett-house-123-summerhill-dublin-1/2294021
"The Loom, Cork Street, Dublin 8",960,Studio,https://www.daft.ie//for-rent/studio-apartment-bronze-ensuite-the-loom-cork-street-dublin-8/3163839
"The Loom, Cork Street, Dublin 8",1000,"28 Bed, 28 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bronze-ensuite-the-loom-cork-street-dublin-8/2928840
"Summerhill, Mountjoy, Dublin 1",960,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-one-bedroom-apartment-mountjoy-dublin-1/2324609
"From Here - Student Living, Cork Street, Dublin 8",960,"6 Bed, 6 Bath, Apartment",https://www.daft.ie//for-rent/apartment-twodio-2020-21-tenancy-from-here-student-living-cork-street-cork-stre-dublin-8/2292147
"From Here - Student Living, Cork Street, Dublin 8",960,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-two-bed-non-en-suite-apartment-from-here-student-living-cork-street-cork-stre-dublin-8/2902811
"Summerhill, Mountjoy, Dublin 1",960,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-summerhill-mountjoy-dublin-1/1352373
"12 Ranelagh Avenue, Ranelagh, Dublin 6",1044,Studio,https://www.daft.ie//for-rent/studio-apartment-12-ranelagh-avenue-ranelagh-dublin-6/2860073
"Philipsburgh Avenue, Fairview, Dublin 3",1050,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-philipsburgh-avenue-fairview-dublin-3/3262975
"Flat 4, 69 Rathgar Road, Rathgar, Dublin 6",1050,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-4-69-rathgar-road-rathgar-dublin-6/3287370
"603 North Circular Road, Dublin 1",1050,Studio,https://www.daft.ie//for-rent/studio-apartment-603-north-circular-road-dublin-1/3201618
"Lower Rathmines Road, Rathmines, Dublin 6",1050,Studio,https://www.daft.ie//for-rent/studio-apartment-lower-rathmines-road-rathmines-dublin-6/3245770
"Leinster Street North, Dublin 7",1050,Studio,https://www.daft.ie//for-rent/studio-apartment-leinster-street-north-dublin-7/3422796
"NORTH CIRCULAR ROAD, Arbour Hill, Dublin 7",1050,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-arbour-hill-dublin-7/3430839
"Velindre, Lucan Road, Lucan, Co. Dublin",1050,Studio,https://www.daft.ie//for-rent/studio-apartment-velindre-lucan-road-lucan-co-dublin/3243366
"Old Bawn Rd, Tallaght, Dublin 24",1060,Studio,https://www.daft.ie//for-rent/studio-apartment-old-bawn-rd-tallaght-dublin-24/3281042
"Grangegorman, Grangegorman Lower, Dublin 7",988,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-one-bedroom-apartment-grangegorman-lower-dublin-7/2324600
"Rathmines Road Upper, Rathmines, Dublin 6",1075,Studio,https://www.daft.ie//for-rent/studio-apartment-rathmines-road-upper-rathmines-dublin-6/3432204
"Apartment 44, Rialto Court, Rialto, Dublin 8",1078,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-44-rialto-court-rialto-dublin-8/3432922
"Church Street, Finglas, Dublin 11",1078,Studio,https://www.daft.ie//for-rent/studio-apartment-church-street-finglas-dublin-11/3436048
"35 North Circular Road, Dublin 7",1080,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-35-north-circular-road-dublin-7/3287661
"Grangegorman, Dublin 7",996,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-grangegorman-dublin-7/1412885
"61 Palmerston Road, Rathmines, Dublin 6",1000,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-61-palmerston-road-rathmines-dublin-6/3431853
"The Burrow Portrane, Portrane, Co. Dublin",1088,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-the-burrow-portrane-portrane-co-dublin/2852243
"North Circular Road, Dublin 7",1095,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-dublin-7/3427093
"Apartment 142, Ulysses, Dublin 8",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-142-ulysses-dublin-8/3429736
"Stamer Street, Portobello, Dublin 8",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-stamer-street-portobello-dublin-8/3428261
"Flat 10, Grove House, 70 Grove Park, Rathmines, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-10-grove-house-70-grove-park-rathmines-dublin-6/3254130
"Chelmsford Road, Ranelagh, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-chelmsford-road-ranelagh-dublin-6/3174808
"10 pinetree cresent, Kilnamanagh, Dublin 24",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-10-pinetree-cresent-kilnamanagh-dublin-24/3419136
"Flat 6, Stanfield House, 41A Strand Road, Sandymount, Dublin 4",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-6-stanfield-house-41a-strand-road-sandymount-dublin-4/3433934
"Leinster Road, Rathmines, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-leinster-road-rathmines-dublin-6/3423075
"Palmerston Rd, Rathmines, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-palmerston-rd-rathmines-dublin-6/3277203
"Botanic rd, Phibsborough, Dublin 7",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-botanic-rd-phibsborough-dublin-7/3435919
"Flat 4, 341 North Circular Road, North Circular Road, Dublin 7",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-4-341-north-circular-road-north-circular-road-dublin-7/3282860
"Flat 1, 20 Grove Park, Rathmines, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-1-20-grove-park-rathmines-dublin-6/2803006
"2 21, Ranelagh, Dublin 6",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-21-ranelagh-dublin-6/3431478
"Rathmines Road Lower, Rathmines, Dublin 6",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-rathmines-road-lower-rathmines-dublin-6/2918940
"The Island, Chapelizod, Dublin 20",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-island-chapelizod-dublin-20/3437230
"323 Harold Cross Road, Teranure, Harold's Cross, Dublin 6",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-323-harold-cross-road-teranure-harolds-cross-dublin-6/3430668
"1 Clonskeagh Road Ranelagh D6, Ranelagh, Dublin 6",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-1-clonskeagh-road-ranelagh-d6-ranelagh-dublin-6/3430752
"Castaheany, Clonee, Dublin 15",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-castaheany-clonee-dublin-15/3428962
"North Circular Road, Dublin 1",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-north-circular-road-dublin-1/2942702
"River Valley, Swords, Co. Dublin",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-river-valley-swords-co-dublin/3416571
"Charleville RD, Phibsborough, Dublin 7",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-charleville-rd-phibsborough-dublin-7/3248022
"Flat 2, 23 Effra Road, Rathmines, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-2-23-effra-road-rathmines-dublin-6/3432955
"Flat 4, 31 Victoria Street, Portobello, Dublin 8",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-4-31-victoria-street-portobello-dublin-8/3279349
"Flat 3, 54 Leeson Park, Ranelagh, Dublin 6",1100,Studio,https://www.daft.ie//for-rent/studio-apartment-flat-3-54-leeson-park-ranelagh-dublin-6/2740217
"Flat 2, 103 South Circular Road, Portobello, Dublin 8",1100,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-2-103-south-circular-road-portobello-dublin-8/3427818
"51 North Strand Road, North Strand, Dublin 3",1110,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-51-north-strand-road-north-strand-dublin-3/3260284
"Carmans Hall, Carman's Hall, Dublin 8",1036,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-standar-room-carmans-hall-dublin-8-co-dublin/3225006
"137 Philipsburgh Avenue, Fairview",1144,Studio,https://www.daft.ie//for-rent/studio-apartment-137-philipsburgh-avenue-fairview/3252103
"20B Allenton Park, Tallaght, Dublin 24",1150,Studio,https://www.daft.ie//for-rent/studio-apartment-20b-allenton-park-tallaght-dublin-24/3434152
"Beaufort Studio, Ballybrack Road, Glencullen, Co. Dublin",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-beaufort-studio-ballybrack-road-glencullen-co-dublin/3415593
"Foster Terrace, Ballybough, Dublin 3",1150,Studio,https://www.daft.ie//for-rent/studio-apartment-foster-terrace-ballybough-dublin-3/3159059
"Monck Place, Phibsborough, Dublin 7",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-monck-place-phibsborough-dublin-7/2585691
"Cabra Park, Dublin 7",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-cabra-park-dublin-7/3181885
"Harold's Cross Road, Harold's Cross, Dublin 6",1150,Studio,https://www.daft.ie//for-rent/studio-apartment-harolds-cross-road-harolds-cross-dublin-6/3416249
"Sallymount Avenue, Ranelagh, Dublin 6",1150,Studio,https://www.daft.ie//for-rent/studio-apartment-sallymount-avenue-ranelagh-dublin-6/3433303
"Node Living, 25 pembroke street upper, Dublin 2",2500,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bedroom-2-bathroom-patio-node-living-25-pembroke-street-upper-dublin-2/1527612
"Node Living, 25 pembroke street upper, Dublin 2",2500,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bedroom-2-bathroom-apartment-node-living-25-pembroke-street-upper-dublin-2/3147121
"Node Living, 25 pembroke street upper, Dublin 2",2860,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bedroom-2-bathroom-platinum-node-living-25-pembroke-street-upper-dublin-2/1527606
"Ballyfermot Road, Ballyfermot, Dublin 10",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-ballyfermot-road-ballyfermot-dublin-10/3262558
"Seapark, Malahide, Co. Dublin",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-seapark-malahide-co-dublin/3431901
"Highgrove House, Oldtown, Co. Dublin",1150,"1 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-highgrove-house-oldtown-co-dublin/3430638
"Trimleston avenue, Booterstown, Co. Dublin",1150,Studio,https://www.daft.ie//for-rent/studio-apartment-trimleston-avenue-booterstown-co-dublin/3429077
"Flat 1, 67/69 North Circular Road, Dublin 7",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-1-67-69-north-circular-road-dublin-7/3433390
"Nutley Lane, Donnybrook, Dublin 4",1150,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-nutley-lane-donnybrook-dublin-4/3281131
"51 Rathmines Road Upper, Rathmines, Dublin 6",1155,Studio,https://www.daft.ie//for-rent/studio-apartment-51-rathmines-road-upper-rathmines-dublin-6/3171374
"Grove Park, Rathmines, Dublin 6",1080,Studio,https://www.daft.ie//for-rent/studio-apartment-grove-park-rathmines-dublin-6/3421232
"Liffey Lawn, Lucan, Co. Dublin",1080,Studio,https://www.daft.ie//for-rent/studio-apartment-liffey-lawn-lucan-co-dublin/3420738
"10 NORTH CIRCULAR ROAD, North Circular Road, Dublin 1",1175,Studio,https://www.daft.ie//for-rent/studio-apartment-10-north-circular-road-north-circular-road-dublin-1/3417119
"48 TRITONVILLE ROAD, Sandymount, Dublin 4",1175,Studio,https://www.daft.ie//for-rent/studio-apartment-48-tritonville-road-sandymount-dublin-4/3235526
"40 Croydon Green, Marino, Dublin 3",1175,Studio,https://www.daft.ie//for-rent/studio-apartment-40-croydon-green-marino-dublin-3/3413615
"Blessington street, Dublin 1",1180,Studio,https://www.daft.ie//for-rent/studio-apartment-blessington-street-dublin-1/3156433
"Apartment 1, Altham Court, Dublin 8",1188,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-1-altham-court-dublin-8/3430562
"Castle Avenue, Clontarf, Dublin 3",1195,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-castle-avenue-clontarf-dublin-3/3289033
"Mountjoy Square, Dublin 1",1195,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mountjoy-square-dublin-1/3195110
"49 East Wall Road, East Wall, Dublin 3",1196,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-49-east-wall-road-east-wall-dublin-3/3248233
"North Circular Road, Phibsborough, Dublin 7",1196,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-north-circular-road-phibsborough-dublin-7/3227785
"North Circular Road, Dublin 7",1196,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-north-circular-road-dublin-7/3262995
