Address,Prices,Capacity,Link
"117 Bow Bridge Place, Irwin Street, Kilmainham, Dublin 8","€2,200 per month","2 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/117-bow-bridge-place-irwin-street-kilmainham-dublin-8/4503978
"Kilmahuddrick, Clondalkin, Dublin 22","€1,600 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/kilmahuddrick-clondalkin-dublin-22/4503944
"MOREHAMPTON HALL, Morehampton Road, Donnybrook, Dublin 4.","€2,000 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/morehampton-hall-morehampton-road-donnybrook-dublin-4/4495807
"Apartment 9, Windermere, Gilford Road, Sandymount, Dublin 4","€1,500 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-9-windermere-gilford-road-sandymount-dublin-4/4503861
"Sanderling Booterstown, South Co. Dublin, Booterstown, County Dublin","€2,500 per month","2 beds, 2 baths, 95m 2, , Bungalow",https://www.myhome.ie/rentals/brochure/sanderling-booterstown-south-co-dublin-booterstown-county-dublin/4483080
"Apartment 35, Fort Ostman, Old County Road, Crumlin, Dublin 12","€1,800 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-35-fort-ostman-old-county-road-crumlin-dublin-12/4503787
"St Cathryns Court, Newgrove Avenue, Sandymount, Dublin 4","€2,100 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/st-cathryns-court-newgrove-avenue-sandymount-dublin-4/4503601
"Portland Lock, Royal Canal Way, North City Centre, Dublin 1","€1,600 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/portland-lock-royal-canal-way-north-city-centre-dublin-1/4503543
"Kings Court, Parnell Street, North City Centre, Dublin 1","€1,800 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/kings-court-parnell-street-north-city-centre-dublin-1/4503534
"Barton Drive, Rathfarnham, Dublin 14, D14 X8C2","€1,560 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/barton-drive-rathfarnham-dublin-14-d14-x8c2/4503410
"96 Wintergarden, Pearse Street, South City Centre, Dublin 2","€1,750 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/96-wintergarden-pearse-street-south-city-centre-dublin-2/4482126
"Stewarts Hall, Parnell Street, Dublin 1, Dublin","€1,850 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/stewarts-hall-parnell-street-dublin-1-dublin/4503066
"Marlborough Street, Dublin 1, Dublin","€2,600 per month","3 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/marlborough-street-dublin-1-dublin/4503053
"The Waterside, Charlotte Quay, Grand Canal Dk, Dublin 4","€1,650 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-waterside-charlotte-quay-grand-canal-dk-dublin-4/4502915
"30 Lansdowne Road, Ballsbridge, Dublin 4, D04E0H7","€15,000 per month","4 beds, 4 baths, 392m 2, , House",https://www.myhome.ie/rentals/brochure/30-lansdowne-road-ballsbridge-dublin-4-d04e0h7/4502884
"87 Gordon Street, Ringsend, Dublin 4","€2,000 per month","2 beds, 1 bath, , Terraced House",https://www.myhome.ie/rentals/brochure/87-gordon-street-ringsend-dublin-4/4502761
"6 Carlton Villas, , Ballsbridge, Dublin 4","€2,400 per month","2 beds, 1 bath, 62m 2, , Apartment",https://www.myhome.ie/rentals/brochure/6-carlton-villas-ballsbridge-dublin-4/4469007
"66 Custom Hall, Talbot Street, Dublin 1, D01 AK00","€1,686 per month","2 beds, 1 bath, 75m 2, , Apartment",https://www.myhome.ie/rentals/brochure/66-custom-hall-talbot-street-dublin-1-d01-ak00/4502461
"Baltrasna House, Spencer Dock, IFSC, Dublin 1","€2,100 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/baltrasna-house-spencer-dock-ifsc-dublin-1/4502283
"Park Drive Avenue, Castleknock, Dublin 15","€2,000 per month","2 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/park-drive-avenue-castleknock-dublin-15/4502259
"Meadowbrook, Blessington Road, Tallaght, Dublin 24","€1,550 per month","3 beds, 1 bath, Bungalow",https://www.myhome.ie/rentals/brochure/meadowbrook-blessington-road-tallaght-dublin-24/4502244
"Woodlawn, 124 Ranelagh, Ranelagh, Dublin 6, D06H2R3","€2,150 per month","2 beds, 1 bath, 80m 2, , Apartment",https://www.myhome.ie/rentals/brochure/woodlawn-124-ranelagh-ranelagh-dublin-6-d06h2r3/4327087
"12 Richmond Villas, South Richmond Street, Dublin 2, Dublin","€1,695 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/12-richmond-villas-south-richmond-street-dublin-2-dublin/4502100
"Apt 13, Pavillion 2, Marine Road, Dun Laoghaire, County Dublin, A96NY18","€2,695 per month","3 beds, 2 baths, 104m 2, , Apartment",https://www.myhome.ie/rentals/brochure/apt-13-pavillion-2-marine-road-dun-laoghaire-county-dublin-a96ny18/4501610
"Radcliff Hall, St. Johns Road, Sandymount, Dublin 4","€3,000 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/radcliff-hall-st-johns-road-sandymount-dublin-4/4501559
"O'connell Street Lower, Dublin 1, Dublin, D01 HR04",POA,Apartment,https://www.myhome.ie/rentals/brochure/o-connell-street-lower-dublin-1-dublin-d01-hr04/4501392
"Apt 2 - 2 Lower Rathmines Road, Rathmines, Dublin 6, D06V0V5","€1,950 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-2-2-lower-rathmines-road-rathmines-dublin-6-d06v0v5/4377090
"Apt 10 Crostick Court, South City Centre - D8, Dublin 8, D08CK71","€1,900 per month","1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-10-crostick-court-south-city-centre-d8-dublin-8-d08ck71/4500920
"The Sweepstakes, Ballsbridge, Dublin 4","€2,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-sweepstakes-ballsbridge-dublin-4/4494659
"23 Merrion Village, Merrion Road, Ballsbridge, Dublin 4","€2,487 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/23-merrion-village-merrion-road-ballsbridge-dublin-4/4500359
"67 Lower Dorset Street, North City Centre, Dublin 1, D01 YF74","€1,400 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/67-lower-dorset-street-north-city-centre-dublin-1-d01-yf74/4500178
"Richmond Court, Richmond South Avenue, Milltown, Dublin 6","€1,850 per month","2 beds, 1 bath, 68m 2, , Apartment",https://www.myhome.ie/rentals/brochure/richmond-court-richmond-south-avenue-milltown-dublin-6/4491029
"Saint Annes, Ballsbridge, Dublin 4","€1,800 per month","1 bed, 1 bath, 75m 2, , Apartment",https://www.myhome.ie/rentals/brochure/saint-annes-ballsbridge-dublin-4/4496322
"Mount Merrion, Dublin, Blackrock, Co. Cork","€1,900 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mount-merrion-dublin-blackrock-co-cork/4499627
"Emmet Place , South City Centre, Dublin 8",€680 per month,"1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/emmet-place-south-city-centre-dublin-8/4499610
"Rochford Park, Kill, Dublin West, Dublin","€1,502 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/rochford-park-kill-dublin-west-dublin/4496048
"72 South Lotts Road, Ringsend, Dublin 4","€2,690 per month","3 beds, 3 baths, Apartment",https://www.myhome.ie/rentals/brochure/72-south-lotts-road-ringsend-dublin-4/4499545
"College Gate, Townsend Street, South City Centre, Dublin 2","€1,850 per month","2 beds, 1 bath, 56m 2, , Apartment",https://www.myhome.ie/rentals/brochure/college-gate-townsend-street-south-city-centre-dublin-2/1568533
"1 Richmond Villas, South Richmond Street, South City Centre,   Dublin 2","€1,900 per month","2 beds, 1 bath, 55m 2, , Apartment",https://www.myhome.ie/rentals/brochure/1-richmond-villas-south-richmond-street-south-city-centre-dublin-2/4496050
"54 Milltown Hall, Milltown, Dublin 6, D06R892","€2,400 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/54-milltown-hall-milltown-dublin-6-d06r892/4499301
"Wyckham Place , Dundrum, Dublin 14","€1,695 per month","1 bed, 1 bath, 45m 2, , Apartment",https://www.myhome.ie/rentals/brochure/wyckham-place-dundrum-dublin-14/3491108
"5 Glaunsharoon, Eglinton Road, Donnybrook, Dublin 4","€3,750 per month","3 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/5-glaunsharoon-eglinton-road-donnybrook-dublin-4/4499111
"151 The Northumberlands, Grand Canal Dk, Dublin 2","€2,000 per month","2 beds, 2 baths, 90m 2, , Apartment",https://www.myhome.ie/rentals/brochure/151-the-northumberlands-grand-canal-dk-dublin-2/4498904
"Garrison Mews, Cabinteely, Dublin 18","€2,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/garrison-mews-cabinteely-dublin-18/4498701
"2 Edenvale, Eden Court, Rathfarnham, Dublin 14, D16 AE80","€1,700 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/2-edenvale-eden-court-rathfarnham-dublin-14-d16-ae80/4498635
"Maplewood Avenue, Tallaght, Dublin 24","€1,800 per month","3 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/maplewood-avenue-tallaght-dublin-24/4498378
"Music Hall Cow's Lane, Temple Bar, Dublin 2","€2,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/music-hall-cow-s-lane-temple-bar-dublin-2/4384321
"Apt 2 @ No. 49 Pembroke Road, Ballsbridge, Dublin 4","€1,850 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/apt-2-no-49-pembroke-road-ballsbridge-dublin-4/4497955
"Fitzwilliam Quay, Ballsbridge, Dublin 4","€1,650 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/fitzwilliam-quay-ballsbridge-dublin-4/4497825
"Grafton Hall, Dublin 2","€1,575 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/grafton-hall-dublin-2/4497806
"Cedarbrook Place , Cherry Orchard, Dublin 10","€1,850 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/cedarbrook-place-cherry-orchard-dublin-10/4497734
"Occu Strand View, Howth Road, Dublin","€3,250 per month","3 beds, 2 baths",https://www.myhome.ie/rentals/brochure/occu-strand-view-howth-road-dublin/4497706
"Occu Strand View, Howth Road, Dublin","€3,500 per month","4 beds, 3 baths, ",https://www.myhome.ie/rentals/brochure/occu-strand-view-howth-road-dublin/4497705
"Occu Strand View, Howth Road, Dublin","€2,250 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/occu-strand-view-howth-road-dublin/4497704
"Occu Strand View, Howth Road, Dublin","€2,750 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/occu-strand-view-howth-road-dublin/4497703
"Occu Strand View, Howth Road, Dublin","€2,025 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/occu-strand-view-howth-road-dublin/4497702
"Fortunes Lawn, Citywest, Dublin","€1,700 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/fortunes-lawn-citywest-dublin/4497651
"Hillview, Mount Talbot, Clondalkin, Dublin 22","€1,460 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/hillview-mount-talbot-clondalkin-dublin-22/4497513
"The Oaks, Parkview, Stepaside, Dublin 18","€1,900 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/the-oaks-parkview-stepaside-dublin-18/4497324
"Quayside Quarter at Dublin Landings, Docklands, Dublin 1","€3,580 per month","3 beds, 2 baths, 101m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-at-dublin-landings-docklands-dublin-1/4496986
"Quayside Quarter @ Dublin Landings, Docklands, Dublin 1","€2,550 per month","2 beds, 2 baths, 80m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-dublin-landings-docklands-dublin-1/4428947
"Quayside Quarter @ Dublin Landings, Docklands, Dublin 1","€2,300 per month","1 bed, 1 bath, 48m 2, , Apartment",https://www.myhome.ie/rentals/brochure/quayside-quarter-dublin-landings-docklands-dublin-1/4428939
"Adelaide Square, Whitefriar Street, Dublin 2, Dublin","€1,750 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/adelaide-square-whitefriar-street-dublin-2-dublin/4496401
"Brookdale Road, Swords, County Dublin","€1,950 per month","3 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/brookdale-road-swords-county-dublin/4496166
"Drumfinn Road, Ballyfermot, Dublin 10","€2,000 per month","3 beds, 1 bath, , Terraced House",https://www.myhome.ie/rentals/brochure/drumfinn-road-ballyfermot-dublin-10/4495905
"Cubes 8, Beacon South Quarter, Sandyford, Dublin 18","€1,950 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/cubes-8-beacon-south-quarter-sandyford-dublin-18/4495783
"Apartment 129, The Pines, Herbert Park Lane, Ballsbridge, Dublin 4","€3,100 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-129-the-pines-herbert-park-lane-ballsbridge-dublin-4/4495523
"Apartment 12, XIX Pembroke Road, Dublin 4 , Ballsbridge, Dublin 4","€3,300 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-12-xix-pembroke-road-dublin-4-ballsbridge-dublin-4/4495385
"Lower Grangegorman Road , Smithfield, Dublin 7",€249 per week,"1 bed, 1 bath, 14m 2, Apartment",https://www.myhome.ie/rentals/brochure/lower-grangegorman-road-smithfield-dublin-7/4495332
"Mayor Street Upper, North Wall, Dublin 1",€230 per week,"1 bed, 1 bath, 13.6m 2, Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-upper-north-wall-dublin-1/4495304
"Slade Castle Court, Saggart, Dublin","€1,450 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/slade-castle-court-saggart-dublin/4495168
"Cedarbrook Walk, Cherry Orchard, Ballyfermot,  Dublin 10","€1,300 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/cedarbrook-walk-cherry-orchard-ballyfermot-dublin-10/404076
"Elgin Road, Ballsbridge, Dublin 4","€1,700 per month","1 bed, 1 bath, 1m 2, , Apartment",https://www.myhome.ie/rentals/brochure/elgin-road-ballsbridge-dublin-4/4495083
"Crumlin Road, Crumlin, Dublin 12","€1,700 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/crumlin-road-crumlin-dublin-12/4495064
"Blackhall Square, Block C, Smithfield, Dublin 1, Dublin","€1,800 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/blackhall-square-block-c-smithfield-dublin-1-dublin/4495011
"224 Bachelors Walk, Dublin 1, Dublin","€1,400 per month","1 bed, 1 bath, ",https://www.myhome.ie/rentals/brochure/224-bachelors-walk-dublin-1-dublin/4482139
"Watermeadow Drive, Tallaght, Dublin 24","€2,000 per month","4 beds, 1 bath, , Semi-Detached",https://www.myhome.ie/rentals/brochure/watermeadow-drive-tallaght-dublin-24/4494532
"Belfry Green, Citywest, Citywest, County Dublin","€2,000 per month","3 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/belfry-green-citywest-citywest-county-dublin/4494466
"La Rochelle, Dublin 8, Dublin","€2,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/la-rochelle-dublin-8-dublin/4494352
"Cedar House, Mespil Estate, Sussex Road, Donnybrook, Dublin 4","€1,400 per month","1 bed, 1 bath, , Studio",https://www.myhome.ie/rentals/brochure/cedar-house-mespil-estate-sussex-road-donnybrook-dublin-4/4494240
"St James, Hollybrook Park Clontarf, Clontarf,   Dublin 3","€1,550 per month","1 bed, 1 bath, 45m 2, , Apartment",https://www.myhome.ie/rentals/brochure/st-james-hollybrook-park-clontarf-clontarf-dublin-3/4489946
"Millbrook Lawns, Tallaght, Dublin 24","€2,200 per month","4 beds, 1 bath, Semi-Detached",https://www.myhome.ie/rentals/brochure/millbrook-lawns-tallaght-dublin-24/4493658
"Merrion Court, Ailesbury Road, Dublin 4, Dublin","€2,495 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/merrion-court-ailesbury-road-dublin-4-dublin/3842230
"Penthouse, Ely Mews, Rogers Lane (off Lower Baggot Street), South City Centre, Dublin 2","€1,827 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/penthouse-ely-mews-rogers-lane-off-lower-baggot-street-south-city-centre-dublin-2/1475567
"Neptune by havitat, CO., Dun Laoghaire, Co. Dublin","€2,995 per month","3 beds, 4 baths, 102m 2, , Apartment",https://www.myhome.ie/rentals/brochure/neptune-by-havitat-co-dun-laoghaire-co-dublin/4492691
"Castlegrange Close , Clondalkin, Dublin 22","€2,100 per month","3 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/castlegrange-close-clondalkin-dublin-22/4492283
"Slademore, Sladehill, Saggart, County Dublin","€1,000 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/slademore-sladehill-saggart-county-dublin/4491969
"The Courthouse, Rathcoole, Dublin","€1,850 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-courthouse-rathcoole-dublin/4491956
"68 Adair, Sandymount Avenue, Sandymount, Dublin 4","€1,900 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/68-adair-sandymount-avenue-sandymount-dublin-4/4491124
"42 Gandon Close, Harold's Cross, Dublin 6W","€1,400 per month","1 bed, 1 bath, 50m 2, , Apartment",https://www.myhome.ie/rentals/brochure/42-gandon-close-harold-s-cross-dublin-6w/4485111
"Cherrywood Grove, Clondalkin, Dublin 22","€1,800 per month","3 beds, 2 baths, , Bungalow",https://www.myhome.ie/rentals/brochure/cherrywood-grove-clondalkin-dublin-22/4491598
"13 Meade's Terrace , South City Centre, Dublin 2","€1,750 per month","1 bed, 1 bath, 41m 2, , Apartment",https://www.myhome.ie/rentals/brochure/13-meade-s-terrace-south-city-centre-dublin-2/4491591
"St.Edmunds Grove, St Edmunds, CODUBLIN, Lucan, Co. Dublin","€2,400 per month","3 beds, 2 baths, ",https://www.myhome.ie/rentals/brochure/st-edmunds-grove-st-edmunds-codublin-lucan-co-dublin/4491232
"Kingsmill Court , North City Centre,   Dublin 1","€1,350 per month","1 bed, 1 bath, ",https://www.myhome.ie/rentals/brochure/kingsmill-court-north-city-centre-dublin-1/4491028
"Castlegrange Square, Clondalkin, Dublin 22","€1,550 per month","2 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/castlegrange-square-clondalkin-dublin-22/4490705
"35 Collegefort, Castleknock, Dublin 15","€1,800 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/35-collegefort-castleknock-dublin-15/4489730
"The Old Golf Links, Malahide, Co. Dublin","€3,750 per month",5 beds,https://www.myhome.ie/rentals/brochure/the-old-golf-links-malahide-co-dublin/4489809
"The Pines, Herbert Park Lane Apartments, Ballsbridge, Dublin 4, Dublin 4, Dublin","€3,100 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-pines-herbert-park-lane-apartments-ballsbridge-dublin-4-dublin-4-dublin/4415064
"Apt. 5 Flemings Hall, Flemings Place, Mespil Road, Ballsbridge, Dublin 4","€1,908 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-5-flemings-hall-flemings-place-mespil-road-ballsbridge-dublin-4/145416
"Mount Argus Apartments, Mount Argus Road, Dublin 6W, Harold's Cross","€2,050 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/mount-argus-apartments-mount-argus-road-dublin-6w-harold-s-cross/4488656
"Shelbourne Park Mews, Ringsend, Dublin 4","€2,100 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/shelbourne-park-mews-ringsend-dublin-4/4488601
"Grosvenor Lane, Rathmines, Dublin 6","€4,500 per month","3 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/grosvenor-lane-rathmines-dublin-6/4356197
"Bachelors Walk, Dublin 1, Dublin","€1,400 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/bachelors-walk-dublin-1-dublin/4488201
"Leeson Street Upper, Dublin 4, Donnybrook, Dublin 4","€12,500 per month","5 beds, 3 baths, , House",https://www.myhome.ie/rentals/brochure/leeson-street-upper-dublin-4-donnybrook-dublin-4/4470617
"The Cedars, Herbert Park Lane Apartments, Ballsbridge, Dublin 4","€3,875 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-cedars-herbert-park-lane-apartments-ballsbridge-dublin-4/3721206
"St Maelruans Park, Tallaght, Dublin 24","€2,300 per month","4 beds, 1 bath, , Terraced House",https://www.myhome.ie/rentals/brochure/st-maelruans-park-tallaght-dublin-24/4487957
"Westland Square, Pearse Street, South City Centre, Dublin 2","€2,950 per month","2 beds, 2 baths, 85.47m 2, , Apartment",https://www.myhome.ie/rentals/brochure/westland-square-pearse-street-south-city-centre-dublin-2/4487940
"Botanic Road, Glasnevin, Dublin 9","€1,375 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/botanic-road-glasnevin-dublin-9/4487403
"4 Castlewood Terrace, Rathmines,   Dublin 6","€2,122 per month","2 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/4-castlewood-terrace-rathmines-dublin-6/3288915
"Eustace Court, Cualanor, Dun Laoghaire, Dublin","€2,150 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/eustace-court-cualanor-dun-laoghaire-dublin/4287350
"Shelmartin House, Fairview, Dublin 3","€1,450 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/shelmartin-house-fairview-dublin-3/4444920
"Flat 4, 110 Philipsburgh Avenue, Dublin 3, North Dublin City, Fairview, Dublin 3","€1,450 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/flat-4-110-philipsburgh-avenue-dublin-3-north-dublin-city-fairview-dublin-3/4451022
"The Malthouse, Marrowbone Lane , South City Centre, Dublin 8","€1,600 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-malthouse-marrowbone-lane-south-city-centre-dublin-8/3547019
"Ballymun Road, Ballymun, Dublin 11",€225 per week,"7 beds, 7 baths, 12m 2, , Apartment",https://www.myhome.ie/rentals/brochure/ballymun-road-ballymun-dublin-11/4431849
"Charlotte Apartments, Honeypark, Glenageary Road Upper, CO., Dun Laoghaire, Co. Dublin","€1,856 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/charlotte-apartments-honeypark-glenageary-road-upper-co-dun-laoghaire-co-dublin/4486169
"Leona Apartments, Honeypark, CODUBLIN, Dun Laoghaire, Co. Dublin","€1,812 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/leona-apartments-honeypark-codublin-dun-laoghaire-co-dublin/4485446
"St.Edmunds Green, St Edmunds, CODUBLIN, Lucan, Co. Dublin","€2,705 per month","4 beds, 3 baths, ",https://www.myhome.ie/rentals/brochure/st-edmunds-green-st-edmunds-codublin-lucan-co-dublin/4484313
"6 Mount Sandford, Milltown,   Dublin 6","€2,400 per month","3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/6-mount-sandford-milltown-dublin-6/4484169
"Occu Abbot Court, Cualanor, Glenageary Road Upper, Dun Laoghaire, Co. Dublin","€1,705 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/occu-abbot-court-cualanor-glenageary-road-upper-dun-laoghaire-co-dublin/4484082
"Neptune by havitat, Honeypark, CO., Dun Laoghaire, Co. Dublin","€1,798 per month","1 bed, 1 bath, 58m 2, , Apartment",https://www.myhome.ie/rentals/brochure/neptune-by-havitat-honeypark-co-dun-laoghaire-co-dublin/4484081
"Sean McDermott Street Apartments, Sean McDermott Street Lower, Dublin 1, Dublin",POA,", Apartment",https://www.myhome.ie/rentals/brochure/sean-mcdermott-street-apartments-sean-mcdermott-street-lower-dublin-1-dublin/4483891
"Rath Lawn , Rathcoole, County Dublin","€1,300 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/rath-lawn-rathcoole-county-dublin/4483544
"The Academy Building , Park West, Dublin 12","€1,650 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-academy-building-park-west-dublin-12/4483490
"Apt 46 Stapleton House 33 Mountjoy Square, Mountjoy Square, Dublin 1","€1,300 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-46-stapleton-house-33-mountjoy-square-mountjoy-square-dublin-1/4483488
"36 Parnell Road, Harold's Cross - D12,   Dublin 12","€3,000 per month","2 baths, 1300ft 2, ",https://www.myhome.ie/rentals/brochure/36-parnell-road-harold-s-cross-d12-dublin-12/4395116
"Apt 75 Block D, Hanover Dock, Dublin 2, South City Centre, Dublin","€4,160 per month","3 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/apt-75-block-d-hanover-dock-dublin-2-south-city-centre-dublin/4481836
"The Bramblings, Dublin 3, Dublin","€2,600 per month","3 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/the-bramblings-dublin-3-dublin/4481590
"Fully Refurbished/Furnished House, Dorset Street, Dublin 1","€1,950 per month","2 beds, 1 bath, 45m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/fully-refurbished-furnished-house-dorset-street-dublin-1/4481517
"Pines, Herbert Park Lane, Ballsbridge, Dublin 4","€2,795 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/pines-herbert-park-lane-ballsbridge-dublin-4/4422900
"Herbert Park Lane, Ballsbridge, Dublin 4","€4,175 per month","2 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/herbert-park-lane-ballsbridge-dublin-4/4418040
"6 Clyde Lane, Ballsbridge, Dublin 4","€9,000 per month","3 beds, 3 baths, , House",https://www.myhome.ie/rentals/brochure/6-clyde-lane-ballsbridge-dublin-4/4469575
"Music Hall, Cows Lane, Temple Bar, Dublin 2","€1,800 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/music-hall-cows-lane-temple-bar-dublin-2/4481242
"flat 37 St Anns Ailesbury Road, Donnybrook, Dublin 4","€3,000 per month","2 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/flat-37-st-anns-ailesbury-road-donnybrook-dublin-4/4481044
"Apt. 1, Beaumont Court, Beaumont, Dublin 9","€1,450 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-1-beaumont-court-beaumont-dublin-9/4478796
"Fully Refurbished/Furnished TRIPLEX PENTHOUSE with THREE Balconies, Beacon South Quarter, Sandyford, Dublin 18","€3,208 per month","3 beds, 2 baths, 179m 2, , Apartment",https://www.myhome.ie/rentals/brochure/fully-refurbished-furnished-triplex-penthouse-with-three-balconies-beacon-south-quarter-sandyford-du/4478594
"Apt 2 33 Upper Gardiner Street, North City Centre, Dublin 1","€1,500 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-2-33-upper-gardiner-street-north-city-centre-dublin-1/4478608
